@relation LaLiga-Matches-csv

@attribute HomeTeam {'La Coruna','Sp Gijon','Ath Bilbao','Ath Madrid',Celta,Espanol,Merida,Sevilla,Valladolid,Vallecano,Zaragoza,Albacete,Barcelona,Betis,'Real Madrid',Compostela,Oviedo,Salamanca,Santander,Sociedad,Tenerife,Valencia,Hercules,Logrones,Extremadura,Mallorca,Alaves,Villareal,Malaga,Numancia,'Las Palmas',Osasuna,Villarreal,Recreativo,Murcia,Getafe,Levante,Cadiz,Gimnastic,Almeria,Xerez,Granada,Elche,Eibar,Cordoba,Leganes,Girona,Huesca}
@attribute AwayTeam {Valencia,Albacete,Santander,Sociedad,Compostela,Salamanca,Betis,Tenerife,Barcelona,'Real Madrid',Oviedo,Sevilla,Merida,Zaragoza,'Ath Bilbao','La Coruna',Vallecano,Celta,'Ath Madrid','Sp Gijon',Espanol,Valladolid,Extremadura,Logrones,Hercules,Mallorca,Villareal,Alaves,Malaga,Numancia,Villarreal,Osasuna,'Las Palmas',Recreativo,Murcia,Levante,Getafe,Cadiz,Gimnastic,Almeria,Xerez,Granada,Elche,Cordoba,Eibar,Leganes,Girona,Huesca}
@attribute HTHG numeric
@attribute HTAG numeric
@attribute FTR {H,A,D}

@data
Sevilla,'Real Madrid',0,2,A
Sociedad,Vallecano,2,1,H
'Sp Gijon','Ath Bilbao',1,1,A
Zaragoza,Betis,1,0,D
Barcelona,Valladolid,3,0,H
'Ath Bilbao',Barcelona,0,1,H
Extremadura,'Sp Gijon',0,0,A
Betis,Tenerife,0,1,H
Celta,Sevilla,2,0,H
Espanol,Santander,0,0,D
Hercules,Compostela,0,0,H
'La Coruna',Logrones,2,1,H
Oviedo,Sociedad,0,0,D
'Real Madrid',Valencia,2,1,H
Vallecano,Zaragoza,1,0,D
Valladolid,'Ath Madrid',0,1,A
'Ath Madrid',Santander,1,0,H
'Sp Gijon','Real Madrid',0,1,A
Tenerife,Vallecano,0,0,A
Valencia,Celta,1,0,H
Compostela,Betis,0,1,A
Logrones,Hercules,2,2,H
Sevilla,'La Coruna',0,0,A
Sociedad,Espanol,1,0,H
Valladolid,'Ath Bilbao',0,0,D
Zaragoza,Oviedo,1,0,H
Barcelona,Extremadura,3,0,H
'Real Madrid',Barcelona,1,0,H
'Ath Bilbao','Ath Madrid',0,1,D
Betis,Logrones,2,0,H
Celta,'Sp Gijon',1,1,H
Espanol,Zaragoza,2,0,H
Extremadura,Valladolid,1,1,D
'La Coruna',Valencia,1,0,H
Oviedo,Tenerife,1,2,A
Santander,Sociedad,1,2,A
Vallecano,Compostela,0,0,A
Hercules,Sevilla,0,0,H
Valladolid,'Real Madrid',0,1,D
'Ath Bilbao',Extremadura,0,0,D
'Ath Madrid',Sociedad,1,2,D
Barcelona,Celta,1,0,H
Compostela,Oviedo,0,2,A
Logrones,Vallecano,0,1,A
Sevilla,Betis,0,1,A
'Sp Gijon','La Coruna',1,1,D
Tenerife,Espanol,2,0,H
Zaragoza,Santander,0,1,A
Valencia,Hercules,2,0,H
Celta,Valladolid,0,0,A
'La Coruna',Barcelona,0,0,A
Espanol,Compostela,0,0,A
Extremadura,'Ath Madrid',0,1,A
Hercules,'Sp Gijon',1,1,D
Oviedo,Logrones,1,0,H
'Real Madrid','Ath Bilbao',0,0,H
Santander,Tenerife,0,2,A
Sociedad,Zaragoza,0,0,H
Betis,Valencia,1,1,D
Tenerife,Sociedad,0,0,A
'Ath Bilbao',Celta,1,0,D
'Ath Madrid',Zaragoza,3,0,H
Compostela,Santander,1,0,D
Extremadura,'Real Madrid',0,0,D
Logrones,Espanol,0,0,H
Sevilla,Oviedo,1,1,H
Valencia,Vallecano,0,0,H
Valladolid,'La Coruna',1,1,D
Barcelona,Hercules,2,2,A
'Ath Madrid','Real Madrid',1,0,A
Betis,Barcelona,2,1,A
Celta,Extremadura,0,1,A
Hercules,Valladolid,1,0,H
'La Coruna','Ath Bilbao',2,1,D
Oviedo,Valencia,1,0,H
Santander,Logrones,1,0,H
Sociedad,Compostela,2,0,H
Vallecano,'Sp Gijon',0,0,A
Zaragoza,Tenerife,0,0,D
Espanol,Sevilla,0,0,H
Extremadura,'La Coruna',0,0,H
Valencia,Espanol,0,0,D
'Ath Bilbao',Hercules,2,0,H
Barcelona,Vallecano,5,0,H
Compostela,Zaragoza,0,0,H
Logrones,Sociedad,0,0,H
'Real Madrid',Celta,1,0,H
Sevilla,Santander,0,0,D
'Sp Gijon',Oviedo,0,0,D
Valladolid,Betis,1,1,A
Celta,'Ath Madrid',1,0,D
'Ath Bilbao',Betis,0,2,A
Barcelona,Oviedo,0,0,D
Compostela,Tenerife,1,1,D
Logrones,Zaragoza,0,0,A
'Real Madrid','La Coruna',1,1,H
Sevilla,Sociedad,1,0,A
'Sp Gijon',Espanol,2,1,H
Valencia,Santander,0,0,D
Valladolid,Vallecano,2,0,H
Extremadura,Hercules,0,0,D
Sociedad,Valencia,0,1,A
'Ath Madrid',Compostela,2,1,H
Betis,Extremadura,0,0,H
Espanol,Barcelona,1,0,H
Hercules,'Real Madrid',2,2,A
'La Coruna',Celta,1,1,D
Oviedo,Valladolid,0,1,D
Santander,'Sp Gijon',1,0,H
Tenerife,Logrones,0,0,H
Vallecano,'Ath Bilbao',1,0,D
Zaragoza,Sevilla,1,0,H
'Real Madrid',Betis,1,1,D
Sevilla,Tenerife,1,0,H
Valencia,Zaragoza,1,0,D
'Ath Bilbao',Oviedo,0,1,H
Barcelona,Santander,1,0,H
Celta,Hercules,2,0,H
Extremadura,Vallecano,0,0,H
'La Coruna','Ath Madrid',0,0,D
Logrones,Compostela,1,1,D
'Sp Gijon',Sociedad,0,0,D
Valladolid,Espanol,1,1,H
Compostela,Sevilla,1,0,H
'Ath Madrid',Logrones,1,0,H
Betis,Celta,0,0,D
Espanol,'Ath Bilbao',0,1,A
Hercules,'La Coruna',1,2,A
Oviedo,Extremadura,0,0,D
Santander,Valladolid,0,0,H
Tenerife,Valencia,0,0,H
Vallecano,'Real Madrid',1,0,H
Zaragoza,'Sp Gijon',3,0,H
Sociedad,Barcelona,1,0,H
Hercules,'Ath Madrid',0,2,A
'Ath Bilbao',Santander,0,1,D
Barcelona,Zaragoza,3,0,H
Celta,Vallecano,1,0,H
Extremadura,Espanol,1,0,H
'La Coruna',Betis,2,0,H
'Real Madrid',Oviedo,1,0,H
Sevilla,Logrones,0,2,A
'Sp Gijon',Tenerife,1,0,H
Valladolid,Sociedad,1,0,H
Valencia,Compostela,1,1,H
'Ath Madrid',Sevilla,2,1,H
Logrones,Valencia,0,1,H
Tenerife,Barcelona,1,0,H
Vallecano,'La Coruna',0,1,A
Betis,Hercules,1,0,H
Compostela,'Sp Gijon',1,0,H
Oviedo,Celta,0,1,H
Santander,Extremadura,0,2,A
Sociedad,'Ath Bilbao',0,0,D
Zaragoza,Valladolid,0,0,H
Espanol,'Real Madrid',0,0,A
Vallecano,Sevilla,0,0,H
'Sp Gijon',Betis,1,1,A
Valencia,Sevilla,2,1,H
'Ath Bilbao',Zaragoza,2,1,D
Barcelona,Compostela,2,0,H
Betis,'Ath Madrid',1,1,H
Celta,Espanol,1,1,D
Extremadura,Sociedad,1,0,H
Hercules,Vallecano,1,0,H
'La Coruna',Oviedo,2,0,H
'Sp Gijon',Logrones,1,0,H
Valladolid,Tenerife,0,2,A
'Real Madrid',Santander,0,1,H
Tenerife,'Ath Bilbao',2,2,D
'Ath Madrid',Valencia,0,3,A
Espanol,'La Coruna',0,1,A
Compostela,Valladolid,1,1,D
Logrones,Barcelona,0,0,A
Oviedo,Hercules,1,0,H
Santander,Celta,0,0,H
Sevilla,'Sp Gijon',0,0,H
Vallecano,Betis,0,1,A
Zaragoza,Extremadura,1,1,H
Sociedad,'Real Madrid',0,1,A
Betis,Oviedo,1,0,H
Celta,Sociedad,1,1,D
'Ath Bilbao',Compostela,1,0,D
Barcelona,Sevilla,0,0,H
Extremadura,Tenerife,1,0,H
Hercules,Espanol,1,0,A
'La Coruna',Santander,1,1,H
'Real Madrid',Zaragoza,2,0,H
Valladolid,Logrones,1,1,H
Vallecano,'Ath Madrid',0,0,A
'Sp Gijon',Valencia,1,0,H
Sociedad,'La Coruna',1,0,D
Compostela,Extremadura,2,0,H
Espanol,Betis,0,0,D
Logrones,'Ath Bilbao',1,2,A
Oviedo,Vallecano,0,0,A
Santander,Hercules,0,0,A
Sevilla,Valladolid,1,1,D
Tenerife,'Real Madrid',0,0,D
Valencia,Barcelona,1,0,D
Zaragoza,Celta,1,1,D
'Ath Madrid','Sp Gijon',2,0,H
Celta,Tenerife,1,1,H
Oviedo,'Ath Madrid',3,0,H
'Ath Bilbao',Sevilla,0,0,D
Barcelona,'Sp Gijon',2,0,H
Betis,Santander,2,1,D
Extremadura,Logrones,1,0,H
Hercules,Sociedad,1,0,H
'La Coruna',Zaragoza,1,0,H
Valladolid,Valencia,3,0,H
Vallecano,Espanol,0,1,A
'Real Madrid',Compostela,0,0,D
Sevilla,Extremadura,0,0,D
Tenerife,'La Coruna',1,0,H
Valencia,'Ath Bilbao',5,1,H
'Ath Madrid',Barcelona,1,2,A
Compostela,Celta,1,1,H
Logrones,'Real Madrid',0,1,A
Santander,Vallecano,1,0,A
Sociedad,Betis,0,0,A
'Sp Gijon',Valladolid,0,0,A
Zaragoza,Hercules,1,0,H
Espanol,Oviedo,0,0,H
Extremadura,Valencia,1,0,H
'Ath Bilbao','Sp Gijon',1,0,H
Betis,Zaragoza,2,1,D
Celta,Logrones,2,0,H
Hercules,Tenerife,1,0,H
'La Coruna',Compostela,0,0,H
'Real Madrid',Sevilla,0,2,H
Valladolid,Barcelona,1,1,H
Vallecano,Sociedad,0,0,H
Espanol,'Ath Madrid',0,0,D
Oviedo,Santander,1,2,A
Tenerife,Betis,0,1,A
'Ath Madrid',Valladolid,1,0,H
Barcelona,'Ath Bilbao',0,0,H
Compostela,Hercules,1,0,D
Logrones,'La Coruna',0,1,A
Santander,Espanol,0,0,D
Sevilla,Celta,1,0,H
Sociedad,Oviedo,1,0,H
'Sp Gijon',Extremadura,0,0,D
Zaragoza,Vallecano,1,2,H
Valencia,'Real Madrid',0,0,D
'La Coruna',Sevilla,1,0,H
'Ath Bilbao',Valladolid,0,0,D
Betis,Compostela,0,0,D
Celta,Valencia,1,0,D
Espanol,Sociedad,1,0,H
Hercules,Logrones,1,0,H
Oviedo,Zaragoza,0,0,H
'Real Madrid','Sp Gijon',1,1,H
Santander,'Ath Madrid',1,1,D
Vallecano,Tenerife,1,0,A
Extremadura,Barcelona,1,2,A
Barcelona,'Real Madrid',0,0,H
Valladolid,Extremadura,1,0,H
'Ath Madrid','Ath Bilbao',1,1,H
Compostela,Vallecano,1,1,H
Logrones,Betis,1,0,H
Sevilla,Hercules,2,0,H
Sociedad,Santander,0,0,H
'Sp Gijon',Celta,0,0,H
Tenerife,Oviedo,1,1,D
Zaragoza,Espanol,0,0,H
Valencia,'La Coruna',1,1,D
Tenerife,'Ath Madrid',2,1,A
Betis,Sevilla,1,1,D
Espanol,Tenerife,0,0,H
Extremadura,'Ath Bilbao',0,1,A
Hercules,Valencia,0,0,A
'La Coruna','Sp Gijon',0,0,D
Oviedo,Compostela,2,0,D
'Real Madrid',Valladolid,0,0,H
Santander,Zaragoza,0,1,A
Sociedad,'Ath Madrid',0,0,D
Vallecano,Logrones,0,0,H
Celta,Barcelona,0,2,A
Barcelona,'La Coruna',0,0,H
'Ath Bilbao','Real Madrid',0,0,H
'Ath Madrid',Extremadura,0,1,D
Compostela,Espanol,2,0,H
Logrones,Oviedo,0,0,D
Sevilla,Vallecano,1,0,H
'Sp Gijon',Hercules,1,0,H
Tenerife,Santander,1,1,D
Valladolid,Celta,0,1,A
Zaragoza,Sociedad,0,0,H
Valencia,Betis,0,1,D
Betis,'Sp Gijon',0,0,A
Vallecano,Valencia,2,0,H
Celta,'Ath Bilbao',0,0,A
Espanol,Logrones,3,0,H
Hercules,Barcelona,1,1,H
'La Coruna',Valladolid,0,1,A
Oviedo,Sevilla,0,0,H
'Real Madrid',Extremadura,1,0,H
Santander,Compostela,0,1,D
Sociedad,Tenerife,1,0,H
Zaragoza,'Ath Madrid',0,2,A
'Real Madrid','Ath Madrid',2,0,H
Barcelona,Betis,1,0,H
Compostela,Sociedad,0,0,A
Extremadura,Celta,0,0,H
Logrones,Santander,1,0,D
Sevilla,Espanol,1,0,H
'Sp Gijon',Vallecano,1,0,H
Tenerife,Zaragoza,1,2,D
Valencia,Oviedo,1,1,H
Valladolid,Hercules,1,0,H
'Ath Bilbao','La Coruna',0,0,H
Betis,Valladolid,1,0,H
Espanol,Valencia,0,1,H
Celta,'Real Madrid',2,0,H
Hercules,'Ath Bilbao',3,1,H
'La Coruna',Extremadura,0,0,H
Oviedo,'Sp Gijon',0,0,D
Santander,Sevilla,0,2,A
Sociedad,Logrones,2,1,H
Vallecano,Barcelona,1,1,A
Zaragoza,Compostela,1,0,A
'Ath Madrid',Tenerife,0,1,A
'Real Madrid','Ath Madrid',0,1,D
'Ath Bilbao',Espanol,1,3,A
Barcelona,Sociedad,1,0,H
Celta,Zaragoza,0,0,H
Compostela,'Sp Gijon',1,0,H
Mallorca,Valencia,1,0,H
Oviedo,Merida,2,0,H
Santander,Salamanca,0,0,H
Tenerife,'La Coruna',0,0,D
Valladolid,Betis,1,0,A
'Ath Madrid',Valladolid,2,0,H
Betis,'Ath Bilbao',0,0,D
Espanol,Celta,0,0,D
'La Coruna',Mallorca,0,1,D
Merida,Compostela,0,3,D
Salamanca,'Real Madrid',0,2,A
Sociedad,Santander,1,0,H
'Sp Gijon',Tenerife,0,1,A
Zaragoza,Oviedo,0,2,D
Valencia,Barcelona,0,2,A
'Ath Bilbao','Ath Madrid',1,0,H
Barcelona,'La Coruna',1,0,H
'Real Madrid',Sociedad,1,0,H
Valladolid,Salamanca,1,0,A
Celta,Betis,1,0,H
Compostela,Tenerife,0,1,A
Merida,Zaragoza,0,1,A
Oviedo,Espanol,0,1,D
Santander,Valencia,2,1,H
Mallorca,'Sp Gijon',2,1,H
'Ath Madrid',Celta,0,1,D
Betis,Oviedo,1,1,D
'La Coruna',Santander,2,1,H
Salamanca,'Ath Bilbao',0,0,D
Sociedad,Valladolid,1,0,H
'Sp Gijon',Barcelona,1,2,A
Tenerife,Mallorca,1,2,A
Valencia,'Real Madrid',0,0,A
Zaragoza,Compostela,0,0,D
Espanol,Merida,0,0,D
'Ath Bilbao',Sociedad,1,0,D
Zaragoza,Espanol,0,0,D
Barcelona,Tenerife,2,2,H
Celta,Salamanca,3,0,H
Compostela,Mallorca,2,1,D
Oviedo,'Ath Madrid',0,2,A
'Real Madrid','La Coruna',0,0,D
Santander,'Sp Gijon',2,0,H
Valladolid,Valencia,0,2,A
Merida,Betis,1,1,A
Mallorca,Barcelona,0,1,A
'Ath Madrid',Merida,1,0,H
Betis,Zaragoza,2,1,D
Espanol,Compostela,0,0,H
'La Coruna',Valladolid,1,3,A
Salamanca,Oviedo,0,0,A
Sociedad,Celta,0,0,H
'Sp Gijon','Real Madrid',0,1,A
Tenerife,Santander,1,1,D
Valencia,'Ath Bilbao',1,0,D
'Ath Bilbao','La Coruna',0,0,D
Compostela,Barcelona,1,0,D
'Real Madrid',Tenerife,1,0,H
Valladolid,'Sp Gijon',0,0,D
Zaragoza,'Ath Madrid',0,3,A
Celta,Valencia,1,0,H
Espanol,Betis,1,0,H
Merida,Salamanca,1,0,H
Oviedo,Sociedad,0,2,A
Santander,Mallorca,0,1,A
'La Coruna',Celta,1,1,D
'Ath Madrid',Espanol,0,1,A
Barcelona,Santander,0,0,H
Betis,Compostela,1,0,H
Salamanca,Zaragoza,1,1,A
Sociedad,Merida,1,0,H
'Sp Gijon','Ath Bilbao',0,1,A
Tenerife,Valladolid,0,0,H
Valencia,Oviedo,1,0,D
Mallorca,'Real Madrid',0,0,D
'Ath Bilbao',Tenerife,1,0,H
Betis,'Ath Madrid',1,2,A
'Real Madrid',Barcelona,0,1,A
Valladolid,Mallorca,0,0,D
Celta,'Sp Gijon',0,0,H
Compostela,Santander,2,1,H
Espanol,Salamanca,1,0,H
Oviedo,'La Coruna',0,0,D
Zaragoza,Sociedad,0,0,D
Merida,Valencia,0,0,H
Santander,'Real Madrid',0,0,A
'Ath Madrid',Compostela,2,0,H
Barcelona,Valladolid,0,1,A
'La Coruna',Merida,0,0,A
Mallorca,'Ath Bilbao',3,0,H
Salamanca,Betis,0,0,D
Sociedad,Espanol,1,0,H
'Sp Gijon',Oviedo,1,1,A
Tenerife,Celta,0,1,A
Valencia,Zaragoza,1,0,H
'Ath Madrid',Salamanca,0,0,D
Betis,Sociedad,0,0,D
Celta,Mallorca,0,0,H
Compostela,'Real Madrid',0,1,A
Espanol,Valencia,2,0,H
Merida,'Sp Gijon',0,0,H
Oviedo,Tenerife,0,0,H
Valladolid,Santander,0,0,D
Zaragoza,'La Coruna',0,1,A
'Ath Bilbao',Barcelona,1,0,H
Sociedad,'Ath Madrid',0,0,D
Barcelona,Celta,1,1,H
'La Coruna',Espanol,1,1,D
Mallorca,Oviedo,0,0,D
Salamanca,Compostela,0,0,A
Santander,'Ath Bilbao',0,0,D
'Sp Gijon',Zaragoza,0,2,A
Tenerife,Merida,1,0,D
Valencia,Betis,1,0,H
'Real Madrid',Valladolid,2,1,H
'Ath Bilbao','Real Madrid',1,0,D
'Ath Madrid',Valencia,1,0,H
Oviedo,Barcelona,0,0,H
Betis,'La Coruna',0,0,H
Celta,Santander,1,0,A
Compostela,Valladolid,0,0,D
Merida,Mallorca,0,0,D
Salamanca,Sociedad,0,0,D
Zaragoza,Tenerife,0,0,H
Espanol,'Sp Gijon',1,0,D
'Sp Gijon',Betis,2,2,A
'La Coruna','Ath Madrid',1,1,D
Mallorca,Zaragoza,0,1,A
'Real Madrid',Celta,1,0,H
Santander,Oviedo,0,0,D
Sociedad,Compostela,3,1,H
Tenerife,Espanol,0,0,D
Valencia,Salamanca,0,0,A
Valladolid,'Ath Bilbao',1,0,H
Barcelona,Merida,1,0,H
'Ath Madrid','Sp Gijon',0,0,H
Espanol,Mallorca,1,0,H
Oviedo,'Real Madrid',0,0,D
Zaragoza,Barcelona,0,2,A
Betis,Tenerife,3,0,H
Celta,Valladolid,2,0,H
Compostela,'Ath Bilbao',1,1,A
Merida,Santander,1,0,A
Salamanca,'La Coruna',0,1,H
Sociedad,Valencia,0,0,D
'Ath Bilbao',Celta,0,1,H
Barcelona,Espanol,1,0,H
Mallorca,Betis,1,2,A
'La Coruna',Sociedad,1,1,D
'Real Madrid',Merida,1,0,H
Santander,Zaragoza,0,1,A
'Sp Gijon',Salamanca,0,1,D
Tenerife,'Ath Madrid',2,0,D
Valencia,Compostela,1,0,H
Valladolid,Oviedo,1,0,H
'Ath Madrid',Mallorca,1,2,A
Compostela,Celta,0,0,D
Espanol,Santander,0,0,D
Merida,Valladolid,0,0,D
Oviedo,'Ath Bilbao',0,1,A
Salamanca,Tenerife,1,0,H
Sociedad,'Sp Gijon',0,0,H
Zaragoza,'Real Madrid',1,2,D
Valencia,'La Coruna',0,0,H
Barcelona,'Ath Madrid',0,1,H
'Ath Bilbao',Merida,2,0,H
Celta,Oviedo,0,0,H
Compostela,'La Coruna',0,0,D
'Real Madrid',Espanol,1,1,H
Santander,Betis,0,0,H
'Sp Gijon',Valencia,0,2,A
Tenerife,Sociedad,0,0,D
Valladolid,Zaragoza,1,0,H
Mallorca,Salamanca,0,0,H
Betis,'Real Madrid',1,1,H
'Ath Madrid',Santander,1,0,H
Espanol,Valladolid,0,0,H
'La Coruna','Sp Gijon',0,1,H
Merida,Celta,2,0,H
Oviedo,Compostela,0,1,D
Sociedad,Mallorca,1,0,H
Valencia,Tenerife,1,0,A
Zaragoza,'Ath Bilbao',0,1,D
Salamanca,Barcelona,1,1,H
'Ath Madrid','Real Madrid',0,0,D
Espanol,'Ath Bilbao',0,0,A
'La Coruna',Tenerife,0,0,H
Merida,Oviedo,2,1,H
Salamanca,Santander,0,0,D
Sociedad,Barcelona,0,1,D
'Sp Gijon',Compostela,0,0,A
Zaragoza,Celta,0,0,H
Valencia,Mallorca,0,0,D
Celta,Espanol,1,0,H
Oviedo,Zaragoza,2,0,H
Valladolid,'Ath Madrid',1,1,H
'Ath Bilbao',Betis,0,0,D
Compostela,Merida,1,0,H
Mallorca,'La Coruna',0,0,D
'Real Madrid',Salamanca,1,0,H
Santander,Sociedad,2,0,H
Tenerife,'Sp Gijon',0,0,H
Barcelona,Valencia,1,0,A
'Ath Madrid','Ath Bilbao',1,0,H
Betis,Celta,1,0,H
Espanol,Oviedo,0,0,D
'La Coruna',Barcelona,1,0,H
Sociedad,'Real Madrid',2,1,H
'Sp Gijon',Mallorca,1,2,A
Tenerife,Compostela,1,1,H
Valencia,Santander,2,0,H
Zaragoza,Merida,0,0,D
Salamanca,Valladolid,1,0,H
'Ath Bilbao',Salamanca,0,0,H
Mallorca,Tenerife,3,0,H
Oviedo,Betis,0,0,D
Barcelona,'Sp Gijon',2,1,H
Celta,'Ath Madrid',1,1,D
Compostela,Zaragoza,0,0,H
Merida,Espanol,0,0,D
Santander,'La Coruna',0,0,A
Valladolid,Sociedad,0,2,A
'Real Madrid',Valencia,0,2,A
Betis,Merida,1,0,H
Espanol,Zaragoza,0,1,A
'La Coruna','Real Madrid',2,1,D
Mallorca,Compostela,0,1,H
Salamanca,Celta,0,1,A
Sociedad,'Ath Bilbao',0,1,D
'Sp Gijon',Santander,2,0,H
Tenerife,Barcelona,0,1,D
Valencia,Valladolid,1,2,A
'Ath Madrid',Oviedo,2,0,H
Valladolid,'La Coruna',0,0,H
'Ath Bilbao',Valencia,0,1,A
Barcelona,Mallorca,0,0,D
Celta,Sociedad,1,1,H
Compostela,Espanol,0,1,D
Merida,'Ath Madrid',0,0,H
Oviedo,Salamanca,1,0,H
'Real Madrid','Sp Gijon',0,0,H
Santander,Tenerife,0,1,H
Zaragoza,Betis,1,1,H
'Sp Gijon',Valladolid,0,2,A
Tenerife,'Real Madrid',1,0,H
Barcelona,Compostela,2,0,H
Betis,Espanol,1,1,A
'La Coruna','Ath Bilbao',0,0,H
Mallorca,Santander,0,0,H
Salamanca,Merida,3,0,H
Sociedad,Oviedo,1,1,D
Valencia,Celta,1,0,H
'Ath Madrid',Zaragoza,0,0,H
Betis,Valladolid,1,0,H
Compostela,Betis,1,1,A
Espanol,'Ath Madrid',1,0,D
'Real Madrid',Mallorca,2,0,H
'Ath Bilbao','Sp Gijon',0,2,D
Celta,'La Coruna',0,1,H
Merida,Sociedad,1,0,H
Oviedo,Valencia,0,0,D
Valladolid,Tenerife,1,0,H
Zaragoza,Salamanca,0,1,D
Santander,Barcelona,1,0,A
Barcelona,'Real Madrid',0,0,H
'Ath Madrid',Betis,0,0,D
'La Coruna',Oviedo,1,0,H
Mallorca,Valladolid,0,0,D
Salamanca,Espanol,0,1,H
Santander,Compostela,1,0,D
Sociedad,Zaragoza,0,0,A
'Sp Gijon',Celta,0,0,A
Tenerife,'Ath Bilbao',0,1,A
Valencia,Merida,1,0,H
Compostela,'Ath Madrid',0,0,H
'Real Madrid',Santander,1,1,D
Betis,Salamanca,1,0,H
Celta,Tenerife,0,0,D
Espanol,Sociedad,0,0,A
Merida,'La Coruna',1,0,H
Oviedo,'Sp Gijon',1,1,H
Valladolid,Barcelona,1,0,A
Zaragoza,Valencia,0,0,A
'Ath Bilbao',Mallorca,1,0,H
Salamanca,'Ath Madrid',2,2,H
Barcelona,'Ath Bilbao',2,0,H
'La Coruna',Zaragoza,1,0,H
Mallorca,Celta,2,0,H
'Real Madrid',Compostela,1,1,H
Santander,Valladolid,1,1,A
Sociedad,Betis,1,0,H
'Sp Gijon',Merida,0,0,D
Tenerife,Oviedo,1,0,H
Valencia,Espanol,0,0,D
'Ath Madrid',Sociedad,1,0,D
Betis,Valencia,0,0,H
Valladolid,'Real Madrid',0,1,D
'Ath Bilbao',Santander,0,2,H
Celta,Barcelona,2,1,H
Compostela,Salamanca,1,0,H
Espanol,'La Coruna',1,0,H
Merida,Tenerife,0,0,D
Oviedo,Mallorca,0,1,A
Zaragoza,'Sp Gijon',0,0,D
Barcelona,Oviedo,2,0,H
'La Coruna',Betis,0,0,H
'Real Madrid','Ath Bilbao',0,0,D
Mallorca,Merida,1,0,H
Santander,Celta,0,0,H
Sociedad,Salamanca,1,0,D
'Sp Gijon',Espanol,1,0,H
Tenerife,Zaragoza,0,0,D
Valencia,'Ath Madrid',0,0,H
Valladolid,Compostela,3,0,H
Betis,Barcelona,0,0,A
'Ath Madrid','La Coruna',3,0,H
Celta,'Real Madrid',1,0,H
Merida,Barcelona,0,0,A
'Ath Bilbao',Valladolid,1,0,H
Compostela,Sociedad,0,2,A
Espanol,Tenerife,2,0,H
Oviedo,Santander,0,0,A
Salamanca,Valencia,3,0,H
Zaragoza,Mallorca,0,1,A
Betis,'Sp Gijon',2,0,H
Valencia,Sociedad,1,1,H
'Ath Bilbao',Compostela,0,0,H
Barcelona,Zaragoza,0,0,H
'La Coruna',Salamanca,0,0,H
Mallorca,Espanol,0,0,D
'Real Madrid',Oviedo,2,0,H
Santander,Merida,1,0,H
'Sp Gijon','Ath Madrid',2,0,A
Tenerife,Betis,0,1,H
Valladolid,Celta,0,0,D
Betis,Mallorca,0,1,H
Espanol,Barcelona,0,1,D
'Ath Madrid',Tenerife,1,1,D
Celta,'Ath Bilbao',0,1,D
Compostela,Valencia,3,1,H
Merida,'Real Madrid',0,0,D
Oviedo,Valladolid,0,0,A
Salamanca,'Sp Gijon',0,0,H
Zaragoza,Santander,1,0,H
Sociedad,'La Coruna',0,1,D
'La Coruna',Valencia,0,0,A
'Ath Bilbao',Oviedo,1,0,H
Barcelona,Betis,1,0,A
Celta,Compostela,1,2,D
Mallorca,'Ath Madrid',1,1,H
Santander,Espanol,0,1,D
'Sp Gijon',Sociedad,0,1,A
Tenerife,Salamanca,0,0,H
Valladolid,Merida,0,0,D
'Real Madrid',Zaragoza,0,0,A
Espanol,'Real Madrid',0,0,H
Valencia,'Sp Gijon',1,2,D
'Ath Madrid',Barcelona,2,1,H
Betis,Santander,0,0,A
'La Coruna',Compostela,2,2,A
Merida,'Ath Bilbao',0,0,D
Oviedo,Celta,1,0,H
Salamanca,Mallorca,0,1,D
Sociedad,Tenerife,0,1,D
Zaragoza,Valladolid,0,0,D
'Ath Bilbao',Zaragoza,1,0,H
Barcelona,Salamanca,0,1,A
Celta,Merida,1,0,H
Compostela,Oviedo,1,0,H
Mallorca,Sociedad,0,0,A
'Real Madrid',Betis,0,0,H
Santander,'Ath Madrid',0,1,A
Tenerife,Valencia,1,1,H
Valladolid,Espanol,0,0,D
'Sp Gijon','La Coruna',0,1,A
Alaves,Betis,0,0,D
Valencia,'Ath Madrid',0,0,H
Celta,'La Coruna',0,0,D
Espanol,Tenerife,1,0,H
Extremadura,Valladolid,0,0,D
Salamanca,Mallorca,0,0,D
Santander,Barcelona,0,0,D
Sociedad,Oviedo,1,2,D
Zaragoza,'Ath Bilbao',0,0,H
'Real Madrid',Villareal,1,1,H
'Ath Bilbao',Santander,2,0,H
'Ath Madrid',Salamanca,0,0,H
Barcelona,Extremadura,1,0,H
Betis,Zaragoza,0,1,A
'La Coruna',Valencia,1,0,H
Tenerife,Sociedad,1,0,D
Valladolid,'Real Madrid',0,1,A
Villareal,Celta,1,1,D
Mallorca,Espanol,1,0,H
Oviedo,Alaves,1,0,H
'Real Madrid',Barcelona,2,1,D
Alaves,Zaragoza,0,0,H
Celta,Valladolid,0,0,D
Espanol,'Ath Madrid',0,0,D
Extremadura,'Ath Bilbao',0,0,A
Oviedo,Tenerife,0,1,A
Salamanca,'La Coruna',1,0,H
Santander,Betis,0,0,H
Sociedad,Mallorca,0,1,A
